zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
60517,STANDARD,0,Woodridge,Downers Grove,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.73,-88.04,31640
60518,STANDARD,0,Earlville,,"Harding, Rollo",IL,LaSalle County,America/Chicago,"779, 815",NA,US,41.58,-88.92,3050
60519,PO BOX,0,Eola,,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.78,-88.24,112
60520,STANDARD,0,Hinckley,,,IL,DeKalb County,America/Chicago,"331, 630, 779, 815",NA,US,41.76,-88.64,2680
60521,STANDARD,0,Hinsdale,"Oak Brk Mall, Oak Brook, Oak Brook Mall",,IL,DuPage County,America/Chicago,"331, 464, 630, 708",NA,US,41.8,-87.92,17590
60522,PO BOX,0,Hinsdale,Oak Brook,,IL,Dupage County,America/Chicago,"773, 224, 708, 312, 630, 847",NA,US,41.8,-87.92,311
60523,STANDARD,0,Oak Brook,Hinsdale,,IL,DuPage County,America/Chicago,"331, 464, 630, 708",NA,US,41.83,-87.95,9660
60525,STANDARD,0,La Grange,"Countryside, Hodgkins, Ind Head Park, Ind Head Pk, Indian Head Park, Indian Head Pk, Indianhead Pk, La Grange Highlands, Lagrange Hlds, Mc Cook","Indianhead Park, La Gran Hghls, La Grange Park, Mccook",IL,Cook County,America/Chicago,"331, 464, 630, 708",NA,US,41.8,-87.87,30510
60526,STANDARD,0,La Grange Park,"La Grange, La Grange Pk",La Grng Pk,IL,Cook County,America/Chicago,"331, 464, 630, 708",NA,US,41.83,-87.87,12900
60527,STANDARD,0,Willowbrook,Burr Ridge,"Burridge, Willow Brook",IL,DuPage County,America/Chicago,"331, 464, 630, 708",NA,US,41.74,-87.93,27040
60530,STANDARD,0,Lee,,,IL,Lee County,America/Chicago,"779, 815",NA,US,41.79,-88.94,580
60531,STANDARD,0,Leland,,Baker,IL,LaSalle County,America/Chicago,"779, 815",NA,US,41.61,-88.79,1770
60532,STANDARD,0,Lisle,,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.79,-88.08,25690
60534,STANDARD,0,Lyons,,,IL,Cook County,America/Chicago,"464, 708",NA,US,41.81,-87.81,9250
60536,PO BOX,0,Millbrook,,,IL,Kendall County,America/Chicago,"331, 630, 779, 815",NA,US,41.6,-88.55,279
60537,PO BOX,0,Millington,,,IL,LaSalle County,America/Chicago,"779, 815",NA,US,41.56,-88.6,615
60538,STANDARD,0,Montgomery,Montgmry,Boulder Hill,IL,Kendall County,America/Chicago,"331, 630",NA,US,41.72,-88.34,28140
60539,STANDARD,0,Mooseheart,Batavia,,IL,Kane County,America/Chicago,"331, 630",NA,US,41.82,-88.33,150
60540,STANDARD,0,Naperville,,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.76,-88.15,41000
60541,STANDARD,0,Newark,,"Helmar, Lisbon, Nettlecreek",IL,Kendall County,America/Chicago,"331, 630, 779, 815",NA,US,41.53,-88.58,2910
60542,STANDARD,0,North Aurora,,,IL,Kane County,America/Chicago,"331, 630",NA,US,41.8,-88.33,17290
60543,STANDARD,0,Oswego,,,IL,Kendall County,America/Chicago,"331, 630",NA,US,41.69,-88.33,39290
60544,STANDARD,0,Plainfield,,,IL,Will County,America/Chicago,"331, 630, 779, 815",NA,US,41.61,-88.2,26400
60545,STANDARD,0,Plano,,Little Rock,IL,Kendall County,America/Chicago,"331, 630, 779, 815",NA,US,41.66,-88.53,13490
60546,STANDARD,0,Riverside,"N Riverside, North Riverside",,IL,Cook County,America/Chicago,"464, 708",NA,US,41.83,-87.81,15770
60548,STANDARD,0,Sandwich,,,IL,DeKalb County,America/Chicago,"331, 630, 779, 815",NA,US,41.64,-88.62,10920
60549,STANDARD,0,Serena,,,IL,LaSalle County,America/Chicago,"779, 815",NA,US,41.49,-88.75,670
60550,STANDARD,0,Shabbona,,,IL,DeKalb County,America/Chicago,"779, 815",NA,US,41.76,-88.87,1100
60551,STANDARD,0,Sheridan,,Norway,IL,LaSalle County,America/Chicago,"779, 815",NA,US,41.52,-88.68,3290
60552,STANDARD,0,Somonauk,,,IL,LaSalle County,America/Chicago,"779, 815",NA,US,41.63,-88.68,4100
60553,STANDARD,0,Steward,,Scarboro,IL,Lee County,America/Chicago,"779, 815",NA,US,41.84,-89.02,720
60554,STANDARD,0,Sugar Grove,,,IL,Kane County,America/Chicago,"331, 630",NA,US,41.76,-88.45,11900
60555,STANDARD,0,Warrenville,,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.82,-88.18,13690
60556,STANDARD,0,Waterman,,Mcgirr,IL,DeKalb County,America/Chicago,"779, 815",NA,US,41.76,-88.77,1830
60557,PO BOX,0,Wedron,,,IL,LaSalle County,America/Chicago,"779, 815",NA,US,41.45,-88.76,167
60558,STANDARD,0,Western Springs,Western Sprgs,,IL,Cook County,America/Chicago,"331, 464, 630, 708",NA,US,41.8,-87.9,14030
60559,STANDARD,0,Westmont,,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.79,-87.97,21710
60560,STANDARD,0,Yorkville,,Plattville,IL,Kendall County,America/Chicago,"331, 630, 779, 815",NA,US,41.64,-88.44,27310
60561,STANDARD,0,Darien,,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.74,-87.97,22180
60563,STANDARD,0,Naperville,Warrenville,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.79,-88.2,34600
60564,STANDARD,0,Naperville,,,IL,Will County,America/Chicago,"331, 630, 779, 815",NA,US,41.71,-88.19,46110
60565,STANDARD,0,Naperville,,,IL,DuPage County,America/Chicago,"331, 630",NA,US,41.73,-88.12,40050
60566,PO BOX,0,Naperville,,,IL,Dupage County,America/Chicago,630,NA,US,41.76,-88.15,160
60567,PO BOX,0,Naperville,,,IL,Dupage County,America/Chicago,630,NA,US,41.76,-88.15,736
60568,UNIQUE,0,Aurora,,"Nicor Gas, Northern Il Gas, Northern Ill Gas Co",IL,Kane County,America/Chicago,630,NA,US,41.76,-88.29,0
60569,UNIQUE,0,Aurora,,Follett Books Corp,IL,,America/Chicago,"331, 630",NA,US,41.76,-88.32,0
60570,UNIQUE,1,Hinsdale,Oak Brook,Lions International,IL,Dupage County,America/Chicago,630,NA,US,41.84,-87.9,0
60572,UNIQUE,0,Aurora,Fox Valley,AT & T,IL,Kane County,America/Chicago,630,NA,US,41.76,-88.29,0
60585,STANDARD,0,Plainfield,,,IL,Will County,America/Chicago,"331, 630, 779, 815",NA,US,41.66,-88.21,25290
60586,STANDARD,0,Plainfield,,,IL,Will County,America/Chicago,"331, 630, 779, 815",NA,US,41.57,-88.24,45750
60597,UNIQUE,1,Fox Valley,Rates And Classification,,IL,Dupage County,America/Chicago,630,NA,US,41.76,-88.22,0
60598,PO BOX,0,Aurora,,,IL,Kane County,America/Chicago,630,NA,US,41.76,-88.29,321
60599,STANDARD,0,Fox Valley,,Fox Valley Facility,IL,Dupage County,America/Chicago,630,NA,US,41.77,-88.24,0
60601,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.89,-87.62,11130
60602,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.88,-87.63,1520
60603,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.88,-87.63,1490
60604,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.88,-87.63,730
60605,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.87,-87.62,21940
60606,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.88,-87.64,3650
60607,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.87,-87.65,20870
60608,STANDARD,0,Chicago,,Pilsen,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.85,-87.67,51780
60609,STANDARD,0,Chicago,,Stock Yards,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.83,-87.68,48180
60610,STANDARD,0,Chicago,,"Chestnut Street, Fort Dearborn",IL,Cook County,America/Chicago,"312, 872",NA,US,41.91,-87.63,30490
60611,STANDARD,0,Chicago,,Fort Dearborn,IL,Cook County,America/Chicago,"312, 872",NA,US,41.89,-87.61,26040
60612,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.88,-87.69,23790
60613,STANDARD,0,Chicago,,Lakeview,IL,Cook County,America/Chicago,"773, 872",NA,US,41.96,-87.65,39080
60614,STANDARD,0,Chicago,,Lincoln Park,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.92,-87.65,51250
60615,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"773, 872",NA,US,41.8,-87.6,28200
60616,STANDARD,0,Chicago,,Twenty Second Street,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.84,-87.62,39300
60617,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"219, 773, 872",NA,US,41.72,-87.55,61770
60618,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"773, 872",NA,US,41.95,-87.7,75170
60619,STANDARD,0,Chicago,,Grand Crossing,IL,Cook County,America/Chicago,"773, 872",NA,US,41.74,-87.61,45320
60620,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.74,-87.65,50280
60621,STANDARD,0,Chicago,,Englewood,IL,Cook County,America/Chicago,"773, 872",NA,US,41.78,-87.64,19260
60622,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.9,-87.68,41590
60623,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.85,-87.72,63110
60624,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.88,-87.72,25770
60625,STANDARD,0,Chicago,,Ravenswood,IL,Cook County,America/Chicago,"773, 872",NA,US,41.97,-87.7,61250
60626,STANDARD,0,Chicago,,Rogers Park,IL,Cook County,America/Chicago,"224, 773, 847, 872",NA,US,42.01,-87.67,33800
60628,STANDARD,0,Chicago,,Roseland,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.69,-87.62,49030
60629,STANDARD,0,Chicago,,Chicago Lawn,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.78,-87.71,101540
60630,STANDARD,0,Chicago,"Jefferson Park, Jefferson Pk",Jefferson,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.97,-87.76,48320
60631,STANDARD,0,Chicago,,Norwood Park,IL,Cook County,America/Chicago,"224, 464, 708, 773, 847, 872",NA,US,41.99,-87.81,27810
60632,STANDARD,0,Chicago,,Elsdon,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.81,-87.71,76560
60633,STANDARD,0,Chicago,Burnham,Hegewisch,IL,Cook County,America/Chicago,"219, 464, 708, 773, 872",NA,US,41.66,-87.56,11100
60634,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"224, 464, 708, 773, 847, 872",NA,US,41.95,-87.81,68730
60636,STANDARD,0,Chicago,,Ogden Park,IL,Cook County,America/Chicago,"773, 872",NA,US,41.78,-87.67,25850
60637,STANDARD,0,Chicago,,Jackson Park,IL,Cook County,America/Chicago,"773, 872",NA,US,41.78,-87.6,32590
60638,STANDARD,0,Chicago,Bedford Park,"Clearing, Forest View, Stickney",IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.78,-87.77,51610
60639,STANDARD,0,Chicago,,Cragin,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.92,-87.76,74460
60640,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"773, 872",NA,US,41.97,-87.66,48870
60641,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"773, 872",NA,US,41.95,-87.75,59930
60642,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.9,-87.65,15860
60643,STANDARD,0,Chicago,Calumet Park,Morgan Park,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.7,-87.66,41020
60644,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.88,-87.76,32210
60645,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"224, 773, 847, 872",NA,US,42.01,-87.69,41630
60646,STANDARD,0,Chicago,Lincolnwood,,IL,Cook County,America/Chicago,"224, 773, 847, 872",NA,US,41.99,-87.76,25830
60647,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"773, 872",NA,US,41.92,-87.7,66550
60649,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"773, 872",NA,US,41.76,-87.57,29980
60651,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.9,-87.74,49030
60652,STANDARD,0,Chicago,,Ashburn Park,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.75,-87.71,38420
60653,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 773, 872",NA,US,41.82,-87.61,22610
60654,STANDARD,0,Chicago,,Merchandise Mart,IL,Cook County,America/Chicago,"312, 872",NA,US,41.89,-87.64,16650
60655,STANDARD,0,Chicago,"Merrionett Pk, Merrionette Park",,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.69,-87.7,26360
60656,STANDARD,0,Chicago,"Harwood Heights, Harwood Hts, Norridge",,IL,Cook County,America/Chicago,"224, 464, 708, 773, 847, 872",NA,US,41.97,-87.83,26230
60657,STANDARD,0,Chicago,,Graceland,IL,Cook County,America/Chicago,"773, 872",NA,US,41.94,-87.65,53020
60659,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"224, 773, 847, 872",NA,US,41.99,-87.7,35130
60660,STANDARD,0,Chicago,,Rogers Park,IL,Cook County,America/Chicago,"773, 872",NA,US,41.99,-87.66,30430
60661,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 872",NA,US,41.88,-87.64,8560
60663,UNIQUE,1,Chicago,,Sbc,IL,Cook County,America/Chicago,312,NA,US,41.87,-87.63,26
60664,PO BOX,0,Chicago,,State Of Il,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,958
60666,PO BOX,0,Chicago,,,IL,Cook County,America/Chicago,312,NA,US,41.98,-87.9,181
60668,UNIQUE,0,Chicago,,Commonwealth Edison,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60669,UNIQUE,0,Chicago,,Div Of Postal Inspectors,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,23
60670,UNIQUE,0,Chicago,,"Chase Bank, Jp Morgan Chase",IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,63
60673,UNIQUE,0,Chicago,,"Chase Bank, Jp Morgan Chase",IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,21
60674,UNIQUE,0,Chicago,,Bank Of America,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60675,UNIQUE,0,Chicago,,Northern Trust Co,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,186
60677,UNIQUE,0,Chicago,,Pnc Bank,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60678,UNIQUE,0,Chicago,,American National Bank,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,19
60679,UNIQUE,1,Chicago,,American Express,IL,Cook County,America/Chicago,312,NA,US,41.87,-87.63,0
60680,PO BOX,0,Chicago,,,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,3779
60681,PO BOX,0,Chicago,,,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,169
60682,UNIQUE,0,Chicago,,Bank Of America,IL,Cook County,America/Chicago,312,NA,US,41.86,-87.81,0
60684,UNIQUE,0,Chicago,,Willis Tower,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60685,UNIQUE,0,Chicago,,Cna Center,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60686,UNIQUE,0,Chicago,,National City Bank,IL,Cook County,America/Chicago,312,NA,US,41.85,-87.65,0
60687,UNIQUE,0,Chicago,,Peoples Gas And Light,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60688,UNIQUE,0,Chicago,,Jt Weeker Isc,IL,Cook County,America/Chicago,312,NA,US,41.85,-87.65,0
60689,UNIQUE,0,Chicago,,Fifth Third Bank,IL,Cook County,America/Chicago,312,NA,US,41.87,-87.63,0
60690,PO BOX,0,Chicago,,,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,1902
60691,PO BOX,0,Chicago,,,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60693,UNIQUE,0,Chicago,,Bank Of America,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60694,UNIQUE,0,Chicago,,Harris Bank,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,0
60695,UNIQUE,0,Chicago,,Jp Morgan Chase,IL,Cook County,America/Chicago,312,NA,US,41.85,-87.65,0
60696,UNIQUE,0,Chicago,,"Bank Of America, Fleet",IL,Cook County,America/Chicago,312,NA,US,41.85,-87.65,0
60697,UNIQUE,0,Chicago,,Bank Of America,IL,Cook County,America/Chicago,312,NA,US,41.83,-87.68,97
60699,STANDARD,0,Chicago,,Usps District Chicago,IL,Cook County,America/Chicago,"708, 773, 312, 872",NA,US,41.83,-87.68,166
60701,STANDARD,0,Chicago,,,IL,Cook County,America/Chicago,"312, 224",NA,US,41.83,-87.68,0
60706,STANDARD,0,Harwood Heights,"Chicago, Harwood Hts, Norridge",,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.96,-87.8,22300
60707,STANDARD,0,Elmwood Park,Chicago,,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.92,-87.81,38350
60712,STANDARD,0,Lincolnwood,,"Chgo, Chi",IL,Cook County,America/Chicago,"224, 773, 847, 872",NA,US,42,-87.73,12700
60714,STANDARD,0,Niles,,,IL,Cook County,America/Chicago,"224, 773, 847, 872",NA,US,42.02,-87.8,27550
60803,STANDARD,0,Alsip,"Chicago, Merrionett Pk, Merrionette Park",,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.67,-87.73,19350
60804,STANDARD,0,Cicero,Chicago,,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.84,-87.75,70650
60805,STANDARD,0,Evergreen Park,"Chicago, Evergreen Pk",,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.72,-87.7,18680
60827,STANDARD,0,Riverdale,"Calumet Park, Chicago",,IL,Cook County,America/Chicago,"464, 708, 773, 872",NA,US,41.64,-87.63,19890
60901,STANDARD,0,Kankakee,Irwin,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.11,-87.86,28270
60910,PO BOX,0,Aroma Park,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.08,-87.81,577
60911,STANDARD,0,Ashkum,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.87,-87.95,1270
60912,STANDARD,0,Beaverville,,,IL,Iroquois County,America/Chicago,"219, 779, 815",NA,US,40.95,-87.65,410
60913,STANDARD,0,Bonfield,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.14,-88.05,1400
60914,STANDARD,0,Bourbonnais,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.16,-87.88,25370
60915,STANDARD,0,Bradley,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.14,-87.85,8900
60917,STANDARD,0,Buckingham,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.04,-88.17,450
60918,STANDARD,0,Buckley,,,IL,Iroquois County,America/Chicago,"217, 447, 779, 815",NA,US,40.59,-88.03,800
60919,STANDARD,0,Cabery,,Stelle,IL,Ford County,America/Chicago,"779, 815",NA,US,40.99,-88.2,440
60920,PO BOX,0,Campus,,,IL,Livingston County,America/Chicago,"779, 815",NA,US,41.03,-88.3,168
60921,STANDARD,0,Chatsworth,,,IL,Livingston County,America/Chicago,"779, 815",NA,US,40.75,-88.29,1200
60922,STANDARD,0,Chebanse,Sammons Point,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41,-87.91,2120
60924,STANDARD,0,Cissna Park,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.56,-87.89,1450
60926,PO BOX,0,Claytonville,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.57,-87.82,81
60927,STANDARD,0,Clifton,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.93,-87.93,1990
60928,STANDARD,0,Crescent City,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.77,-87.85,630
60929,STANDARD,0,Cullom,,,IL,Livingston County,America/Chicago,"779, 815",NA,US,40.87,-88.26,610
60930,STANDARD,0,Danforth,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.82,-87.97,740
60931,STANDARD,0,Donovan,,,IL,Iroquois County,America/Chicago,"219, 779, 815",NA,US,40.88,-87.61,570
60932,PO BOX,0,East Lynn,,,IL,Vermilion County,America/Chicago,"217, 447",NA,US,40.47,-87.8,133
60933,PO BOX,0,Elliott,,,IL,Ford County,America/Chicago,"217, 447",NA,US,40.46,-88.27,295
60934,STANDARD,0,Emington,,,IL,Livingston County,America/Chicago,"779, 815",NA,US,40.97,-88.35,230
60935,STANDARD,0,Essex,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.17,-88.19,1050
60936,STANDARD,0,Gibson City,,Garber,IL,Ford County,America/Chicago,"217, 309, 447",NA,US,40.46,-88.34,3800
60938,STANDARD,0,Gilman,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.76,-87.99,1830
60939,PO BOX,0,Goodwine,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.57,-87.78,33
60940,STANDARD,0,Grant Park,,,IL,Kankakee County,America/Chicago,"219, 464, 708, 779, 815",NA,US,41.23,-87.64,2920
60941,STANDARD,0,Herscher,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.04,-88.1,1760
60942,STANDARD,0,Hoopeston,,,IL,Vermilion County,America/Chicago,"217, 447, 765, 779, 815",NA,US,40.46,-87.67,4910
60944,PO BOX,0,Hopkins Park,,,IL,Kankakee County,America/Chicago,815,NA,US,41.07,-87.61,245
60945,PO BOX,0,Iroquois,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.83,-87.58,183
60946,STANDARD,0,Kempton,,,IL,Ford County,America/Chicago,"779, 815",NA,US,40.93,-88.23,340
60948,STANDARD,0,Loda,,,IL,Iroquois County,America/Chicago,"217, 447, 779, 815",NA,US,40.51,-88.07,1500
60949,STANDARD,0,Ludlow,,,IL,Champaign County,America/Chicago,"217, 447",NA,US,40.38,-88.12,470
60950,STANDARD,0,Manteno,,,IL,Kankakee County,America/Chicago,"464, 708, 779, 815",NA,US,41.25,-87.83,10830
60951,STANDARD,0,Martinton,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.91,-87.72,710
60952,STANDARD,0,Melvin,,,IL,Ford County,America/Chicago,"217, 447, 779, 815",NA,US,40.57,-88.24,600
60953,STANDARD,0,Milford,,,IL,Iroquois County,America/Chicago,"219, 765, 779, 815",NA,US,40.62,-87.69,1840
60954,STANDARD,0,Momence,,,IL,Kankakee County,America/Chicago,"219, 779, 815",NA,US,41.16,-87.66,4960
60955,STANDARD,0,Onarga,,,IL,Iroquois County,America/Chicago,"217, 447, 779, 815",NA,US,40.71,-88.01,1730
60956,PO BOX,0,Papineau,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.97,-87.72,108
60957,STANDARD,0,Paxton,,,IL,Ford County,America/Chicago,"217, 447",NA,US,40.45,-88.09,4840
60958,STANDARD,0,Pembroke Township,Pembroke Twp,,IL,Kankakee County,America/Chicago,"219, 779, 815",NA,US,41.11,-87.56,1300
60959,STANDARD,0,Piper City,,,IL,Ford County,America/Chicago,"779, 815",NA,US,40.75,-88.18,820
60960,STANDARD,0,Rankin,Clarence,,IL,Vermilion County,America/Chicago,"217, 447, 779, 815",NA,US,40.46,-87.89,830
60961,STANDARD,0,Reddick,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.09,-88.24,710
60962,STANDARD,0,Roberts,,,IL,Ford County,America/Chicago,"217, 447, 779, 815",NA,US,40.61,-88.18,450
60963,STANDARD,0,Rossville,,,IL,Vermilion County,America/Chicago,"217, 447, 765",NA,US,40.38,-87.66,1430
60964,STANDARD,0,Saint Anne,"Sun River Ter, Sun River Terrace",St Anne,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.02,-87.71,4270
60966,STANDARD,0,Sheldon,,,IL,Iroquois County,America/Chicago,"219, 779, 815",NA,US,40.77,-87.56,1170
60967,PO BOX,0,Stockland,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.63,-87.58,74
60968,STANDARD,0,Thawville,,,IL,Iroquois County,America/Chicago,"217, 447, 779, 815",NA,US,40.67,-88.11,370
60969,PO BOX,0,Union Hill,,,IL,Kankakee County,America/Chicago,"779, 815",NA,US,41.11,-88.15,80
60970,STANDARD,0,Watseka,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.77,-87.73,5200
60973,STANDARD,0,Wellington,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.54,-87.67,330
60974,PO BOX,0,Woodland,,,IL,Iroquois County,America/Chicago,"779, 815",NA,US,40.71,-87.73,333
61001,STANDARD,0,Apple River,,,IL,Jo Daviess County,America/Chicago,"608, 779, 815",NA,US,42.5,-90.09,1320
61006,STANDARD,0,Ashton,,,IL,Lee County,America/Chicago,"779, 815",NA,US,41.86,-89.22,1440
61007,STANDARD,0,Baileyville,,,IL,Ogle County,America/Chicago,"779, 815",NA,US,42.18,-89.59,410
61008,STANDARD,0,Belvidere,,,IL,Boone County,America/Chicago,"779, 815",NA,US,42.25,-88.84,31370
61010,STANDARD,0,Byron,,,IL,Ogle County,America/Chicago,"779, 815",NA,US,42.12,-89.25,7290
61011,STANDARD,0,Caledonia,"Machesney Park, Machesney Pk",Argyle,IL,Boone County,America/Chicago,"779, 815",NA,US,42.4,-88.9,2890
61012,STANDARD,0,Capron,,,IL,Boone County,America/Chicago,"779, 815",NA,US,42.39,-88.74,2070
61013,PO BOX,0,Cedarville,,,IL,Stephenson County,America/Chicago,"779, 815",NA,US,42.37,-89.64,772
61014,STANDARD,0,Chadwick,,,IL,Carroll County,America/Chicago,"779, 815",NA,US,42.01,-89.88,980
61015,STANDARD,0,Chana,,"Honey Creek, Paynes Point",IL,Ogle County,America/Chicago,"779, 815",NA,US,41.99,-89.2,940
61016,STANDARD,0,Cherry Valley,,Irene,IL,Winnebago County,America/Chicago,"779, 815",NA,US,42.24,-88.96,4580
61018,STANDARD,0,Dakota,,,IL,Stephenson County,America/Chicago,"779, 815",NA,US,42.38,-89.52,1070
61019,STANDARD,0,Davis,,,IL,Stephenson County,America/Chicago,"608, 779, 815",NA,US,42.42,-89.41,3440
61020,STANDARD,0,Davis Junction,Davis Jct,,IL,Ogle County,America/Chicago,"779, 815",NA,US,42.1,-89.09,3000
61021,STANDARD,0,Dixon,Nelson,"Grand Detour, Prairieville, Walton",IL,Lee County,America/Chicago,"779, 815",NA,US,41.84,-89.47,18650
61024,STANDARD,0,Durand,,,IL,Winnebago County,America/Chicago,"608, 779, 815",NA,US,42.43,-89.32,2340
61025,STANDARD,0,East Dubuque,,Menominee,IL,Jo Daviess County,America/Chicago,"563, 608, 779, 815",NA,US,42.49,-90.63,4090
61027,PO BOX,0,Eleroy,,,IL,Stephenson County,America/Chicago,"779, 815",NA,US,42.33,-89.76,64
