zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
48131,STANDARD,0,Dundee,,"Duncan, Rea",MI,Monroe County,America/Detroit,734,NA,US,41.95,-83.66,7650
48133,STANDARD,0,Erie,,,MI,Monroe County,America/Detroit,"419, 567, 734",NA,US,41.79,-83.49,4750
48134,STANDARD,0,Flat Rock,"Brownstown, Brownstown Township, Brownstown Twp, Brownstwn Twp",,MI,Wayne County,America/Detroit,734,NA,US,42.1,-83.27,22030
48135,STANDARD,0,Garden City,,,MI,Wayne County,America/Detroit,"313, 734",NA,US,42.32,-83.34,24690
48136,PO BOX,0,Garden City,,,MI,Wayne County,America/Detroit,313,NA,US,42.32,-83.34,347
48137,STANDARD,0,Gregory,,"Unadilla, Williamsville",MI,Livingston County,America/Detroit,"517, 734",NA,US,42.45,-84.08,4600
48138,STANDARD,0,Grosse Ile,,Hickory Isle,MI,Wayne County,America/Detroit,734,NA,US,42.13,-83.15,10520
48139,PO BOX,0,Hamburg,,,MI,Livingston County,America/Detroit,810,NA,US,42.45,-83.81,673
48140,STANDARD,0,Ida,,,MI,Monroe County,America/Detroit,734,NA,US,41.91,-83.57,3020
48141,STANDARD,0,Inkster,,,MI,Wayne County,America/Detroit,"313, 734",NA,US,42.29,-83.31,19720
48143,PO BOX,0,Lakeland,,,MI,Livingston County,America/Detroit,"734, 810",NA,US,42.46,-83.85,812
48144,STANDARD,0,Lambertville,,,MI,Monroe County,America/Detroit,"419, 567, 734",NA,US,41.74,-83.62,9870
48145,STANDARD,0,La Salle,,,MI,Monroe County,America/Detroit,734,NA,US,41.86,-83.45,3270
48146,STANDARD,0,Lincoln Park,,,MI,Wayne County,America/Detroit,"313, 734",NA,US,42.24,-83.18,35610
48150,STANDARD,0,Livonia,,,MI,Wayne County,America/Detroit,"313, 734",NA,US,42.37,-83.38,25190
48151,PO BOX,0,Livonia,,,MI,Wayne County,America/Detroit,734,NA,US,42.39,-83.37,284
48152,STANDARD,0,Livonia,,,MI,Wayne County,America/Detroit,"248, 313, 734, 947",NA,US,42.42,-83.37,29390
48153,PO BOX,0,Livonia,,,MI,Wayne County,America/Detroit,734,NA,US,42.39,-83.37,231
48154,STANDARD,0,Livonia,,,MI,Wayne County,America/Detroit,"248, 313, 734, 947",NA,US,42.39,-83.37,36180
48157,STANDARD,0,Luna Pier,,,MI,Monroe County,America/Detroit,734,NA,US,41.82,-83.44,1090
48158,STANDARD,0,Manchester,,"Podunk, Sharon, Sharon Hollow",MI,Washtenaw County,America/Detroit,"517, 734",NA,US,42.14,-84.03,7080
48159,STANDARD,0,Maybee,,,MI,Monroe County,America/Detroit,734,NA,US,42,-83.51,2370
48160,STANDARD,0,Milan,,"Augusta Twp, Cone, London Twp, Milan Twp, Mooreville, Oakville, Stony Creek, York Twp",MI,Washtenaw County,America/Detroit,"517, 734",NA,US,42.08,-83.68,11690
48161,STANDARD,0,Monroe,"Frenchtown, Raisinville Twp, Raisinvl Twp",,MI,Monroe County,America/Detroit,734,NA,US,41.91,-83.38,22600
48162,STANDARD,0,Monroe,,,MI,Monroe County,America/Detroit,734,NA,US,41.96,-83.43,25230
48164,STANDARD,0,New Boston,"Brownstown, Brownstown Township, Brownstown Twp, Brownstwn Twp","Huron Twp, Waltz, Willow",MI,Wayne County,America/Detroit,734,NA,US,42.14,-83.36,9400
48165,STANDARD,0,New Hudson,,,MI,Oakland County,America/Detroit,"248, 810, 947",NA,US,42.5,-83.61,8290
48166,STANDARD,0,Newport,,,MI,Monroe County,America/Detroit,734,NA,US,42,-83.3,12220
48167,STANDARD,0,Northville,"Northville Township, Northvl Twp",,MI,Oakland County,America/Detroit,"248, 947",NA,US,42.43,-83.48,23740
48168,STANDARD,0,Northville,,,MI,Wayne County,America/Detroit,"248, 734, 947",NA,US,42.4,-83.6,24230
48169,STANDARD,0,Pinckney,,"Dexter Twp, Putnam Twp",MI,Livingston County,America/Detroit,"517, 734, 810",NA,US,42.45,-83.94,19240
48170,STANDARD,0,Plymouth,,,MI,Wayne County,America/Detroit,"248, 734, 947",NA,US,42.37,-83.46,39220
48173,STANDARD,0,Rockwood,"Brownstown, Brownstown Township, Brownstwn Twp, Gibraltar",Brownstown Twp,MI,Wayne County,America/Detroit,734,NA,US,42.07,-83.24,12560
48174,STANDARD,0,Romulus,"Brownstown, Brownstown Township, Brownstown Twp, Brownstwn Twp",,MI,Wayne County,America/Detroit,"313, 734",NA,US,42.23,-83.39,29060
48175,PO BOX,0,Salem,,,MI,Washtenaw County,America/Detroit,"248, 947",NA,US,42.4,-83.58,166
48176,STANDARD,0,Saline,,,MI,Washtenaw County,America/Detroit,"517, 734",NA,US,42.17,-83.78,22390
48177,PO BOX,0,Samaria,,,MI,Monroe County,America/Detroit,734,NA,US,41.8,-83.58,285
48178,STANDARD,0,South Lyon,,,MI,Oakland County,America/Detroit,"248, 734, 810, 947",NA,US,42.46,-83.65,36540
48179,STANDARD,0,South Rockwood,S Rockwood,,MI,Monroe County,America/Detroit,734,NA,US,42.06,-83.26,2930
48180,STANDARD,0,Taylor,,,MI,Wayne County,America/Detroit,"313, 734",NA,US,42.22,-83.26,54260
